epoch,train_loss,train_acc,val_loss,val_acc,epoch_seconds
1,0.9365658293451582,0.6257142857142857,1.1797542475365304,0.7162162162162162,38.55
2,0.5291833097594125,0.7342857142857143,0.40739973090790416,0.7972972972972973,34.04
3,0.3767387920618057,0.8228571428571428,0.3077211218911248,0.8513513513513513,30.91
4,0.32869766627039226,0.8571428571428571,0.6656606873950442,0.7702702702702703,30.24
5,0.4489009356498718,0.8114285714285714,0.30763082649256734,0.7972972972972973,32.5
6,0.3136139992305211,0.8542857142857143,0.5517507510863848,0.8108108108108109,35.01
7,0.22106176989419118,0.9142857142857143,0.5886256227622161,0.8918918918918919,34.3
8,0.2610404557628291,0.9114285714285715,0.4084165661117515,0.8513513513513513,34.1
